연도,시도,시군구,지표명,국민보험 가입자,이용환자 수,지표값(퍼센트)
2007,전라북도,군산시,치매의료이용률,118210,729,0.62
2007,전라북도,익산시,치매의료이용률,139425,748,0.54
2007,전라북도,정읍시,치매의료이용률,64610,408,0.63
2007,전라북도,남원시,치매의료이용률,47152,278,0.59
2007,전라북도,김제시,치매의료이용률,55255,396,0.72
2007,전라북도,완주군,치매의료이용률,40725,267,0.66
2007,전라북도,진안군,치매의료이용률,16314,138,0.85
2007,전라북도,무주군,치매의료이용률,15018,84,0.56
2007,전라북도,장수군,치매의료이용률,14181,87,0.61
2007,전라북도,임실군,치매의료이용률,19268,165,0.86
2007,전라북도,순창군,치매의료이용률,18462,161,0.87
2007,전라북도,고창군,치매의료이용률,36627,274,0.75
2007,전라북도,부안군,치매의료이용률,36312,282,0.78
2007,전라남도,목포시,치매의료이용률,99741,539,0.54
2007,전라남도,여수시,치매의료이용률,135758,507,0.37
2007,전라남도,순천시,치매의료이용률,115051,594,0.52
2007,전라남도,나주시,치매의료이용률,53468,397,0.74
2007,전라남도,광양시,치매의료이용률,55778,331,0.59
2007,전라남도,담양군,치매의료이용률,28155,226,0.8
2007,전라남도,곡성군,치매의료이용률,19951,170,0.85
2007,전라남도,구례군,치매의료이용률,16916,107,0.63
2007,전라남도,고흥군,치매의료이용률,51309,527,1.03
2007,전라남도,보성군,치매의료이용률,31503,233,0.74
2007,전라남도,화순군,치매의료이용률,35203,348,0.99
2007,전라남도,장흥군,치매의료이용률,26462,157,0.59
2007,전라남도,강진군,치매의료이용률,24709,145,0.59
2007,전라남도,해남군,치매의료이용률,48573,281,0.58
2007,전라남도,영암군,치매의료이용률,31493,215,0.68
2007,전라남도,무안군,치매의료이용률,34595,307,0.89
2007,전라남도,함평군,치매의료이용률,23406,231,0.99
2007,전라남도,영광군,치매의료이용률,32921,325,0.99
2007,전라남도,장성군,치매의료이용률,25865,195,0.75
2007,전라남도,완도군,치매의료이용률,34019,144,0.42
2007,전라남도,진도군,치매의료이용률,21709,118,0.54
2007,전라남도,신안군,치매의료이용률,29377,207,0.7
2007,경상북도,포항시 남구,치매의료이용률,111475,391,0.35
2007,경상북도,포항시 북구,치매의료이용률,116703,495,0.42
2007,경상북도,경주시,치매의료이용률,131562,956,0.73
2007,경상북도,김천시,치매의료이용률,70528,431,0.61
2007,경상북도,안동시,치매의료이용률,86406,516,0.6
2007,경상북도,구미시,치매의료이용률,130082,490,0.38
2007,경상북도,영주시,치매의료이용률,61295,309,0.5
2007,경상북도,영천시,치매의료이용률,56621,272,0.48
2007,경상북도,상주시,치매의료이용률,61973,366,0.59
2007,경상북도,문경시,치매의료이용률,43189,215,0.5
2007,경상북도,경산시,치매의료이용률,98926,504,0.51
2007,경상북도,군위군,치매의료이용률,17426,96,0.55
2007,경상북도,의성군,치매의료이용률,40752,313,0.77
2007,경상북도,청송군,치매의료이용률,17680,124,0.7
2007,경상북도,영양군,치매의료이용률,12301,100,0.81
2007,경상북도,영덕군,치매의료이용률,27870,182,0.65
2007,경상북도,청도군,치매의료이용률,28548,253,0.89
2007,경상북도,고령군,치매의료이용률,19807,191,0.96
2007,경상북도,성주군,치매의료이용률,27506,247,0.9
2007,경상북도,칠곡군,치매의료이용률,43615,245,0.56
2007,경상북도,예천군,치매의료이용률,30825,211,0.68
2007,경상북도,봉화군,치매의료이용률,22287,162,0.73
2007,경상북도,울진군,치매의료이용률,30565,151,0.49
2007,경상북도,울릉군,치매의료이용률,5795,19,0.33
2007,경상남도,창원시,치매의료이용률,191487,985,0.51
2007,경상남도,마산시,치매의료이용률,190047,1032,0.54
2007,경상남도,진주시,치매의료이용률,147133,674,0.46
2007,경상남도,진해시,치매의료이용률,56048,306,0.55
2007,경상남도,통영시,치매의료이용률,62012,361,0.58
2007,경상남도,사천시,치매의료이용률,52864,240,0.45
2007,경상남도,김해시,치매의료이용률,171511,968,0.56
2007,경상남도,밀양시,치매의료이용률,60362,370,0.61
2007,경상남도,거제시,치매의료이용률,76483,452,0.59
2007,경상남도,양산시,치매의료이용률,92000,371,0.4
2007,경상남도,의령군,치매의료이용률,19338,222,1.15
2007,경상남도,함안군,치매의료이용률,33082,288,0.87
2007,경상남도,창녕군,치매의료이용률,36996,248,0.67
2007,경상남도,고성군,치매의료이용률,31897,261,0.82
2007,경상남도,남해군,치매의료이용률,31838,384,1.21
2007,경상남도,하동군,치매의료이용률,30246,325,1.07
2007,경상남도,산청군,치매의료이용률,22316,165,0.74
2007,경상남도,함양군,치매의료이용률,24438,162,0.66
2007,경상남도,거창군,치매의료이용률,34665,215,0.62
2007,경상남도,합천군,치매의료이용률,33505,239,0.71
2007,제주특별자치도,제주시,치매의료이용률,167639,915,0.55
2007,제주특별자치도,서귀포시,치매의료이용률,72507,567,0.78
2008,서울특별시,종로구,치매의료이용률,80679,521,0.65
2008,서울특별시,중구,치매의료이용률,64698,418,0.65
2008,서울특별시,용산구,치매의료이용률,108529,675,0.62
2008,서울특별시,성동구,치매의료이용률,144759,799,0.55
2008,서울특별시,광진구,치매의료이용률,157270,715,0.45
2008,서울특별시,동대문구,치매의료이용률,171523,828,0.48
2008,서울특별시,중랑구,치매의료이용률,192462,903,0.47
2008,서울특별시,성북구,치매의료이용률,209212,1126,0.54
2008,서울특별시,강북구,치매의료이용률,161046,779,0.48
2008,서울특별시,도봉구,치매의료이용률,171356,924,0.54
2008,서울특별시,노원구,치매의료이용률,267733,1546,0.58
2008,서울특별시,은평구,치매의료이용률,207046,1263,0.61
2008,서울특별시,서대문구,치매의료이용률,157139,822,0.52
2008,서울특별시,마포구,치매의료이용률,166066,905,0.54
2008,서울특별시,양천구,치매의료이용률,221232,979,0.44
2008,서울특별시,강서구,치매의료이용률,240825,1171,0.49
2008,서울특별시,구로구,치매의료이용률,182754,785,0.43
2008,서울특별시,금천구,치매의료이용률,113524,448,0.39
2008,서울특별시,영등포구,치매의료이용률,180715,1002,0.55
2008,서울특별시,동작구,치매의료이용률,173663,958,0.55
2008,서울특별시,관악구,치매의료이용률,216390,959,0.44
2008,서울특별시,서초구,치매의료이용률,177759,973,0.55
2008,서울특별시,강남구,치매의료이용률,243990,1316,0.54
2008,서울특별시,송파구,치매의료이용률,266827,1178,0.44
2008,서울특별시,강동구,치매의료이용률,205639,876,0.43
2008,부산광역시,중구,치매의료이용률,27127,248,0.91
2008,부산광역시,서구,치매의료이용률,69260,544,0.79
2008,부산광역시,동구,치매의료이용률,55615,484,0.87
2008,부산광역시,영도구,치매의료이용률,80623,603,0.75
2008,부산광역시,부산진구,치매의료이용률,191662,1251,0.65
2008,부산광역시,동래구,치매의료이용률,136857,765,0.56
2008,부산광역시,남구,치매의료이용률,139905,816,0.58
2008,부산광역시,북구,치매의료이용률,147161,855,0.58
2008,부산광역시,해운대구,치매의료이용률,193952,1147,0.59
2008,부산광역시,사하구,치매의료이용률,167987,959,0.57
2008,부산광역시,금정구,치매의료이용률,126646,888,0.7
2008,부산광역시,강서구,치매의료이용률,29270,241,0.82
2008,부산광역시,연제구,치매의료이용률,102756,632,0.62
2008,부산광역시,수영구,치매의료이용률,88119,641,0.73
2008,부산광역시,사상구,치매의료이용률,121825,552,0.45
2008,부산광역시,기장군,치매의료이용률,39467,224,0.57
2008,대구광역시,중구,치매의료이용률,40952,347,0.85
2008,대구광역시,동구,치매의료이용률,155258,971,0.63
2008,대구광역시,서구,치매의료이용률,113630,585,0.51
2008,대구광역시,남구,치매의료이용률,85890,645,0.75
2008,대구광역시,북구,치매의료이용률,190578,895,0.47
2008,대구광역시,수성구,치매의료이용률,202189,1248,0.62
2008,대구광역시,달서구,치매의료이용률,252533,1210,0.48
2008,대구광역시,달성군,치매의료이용률,69682,501,0.72
2008,인천광역시,중구,치매의료이용률,42782,200,0.47
2008,인천광역시,동구,치매의료이용률,36190,168,0.46
2008,인천광역시,남구,치매의료이용률,187104,678,0.36
2008,인천광역시,연수구,치매의료이용률,114058,422,0.37
2008,인천광역시,남동구,치매의료이용률,179858,618,0.34
2008,인천광역시,부평구,치매의료이용률,240775,874,0.36
2008,인천광역시,계양구,치매의료이용률,138524,472,0.34
2008,인천광역시,서구,치매의료이용률,161892,561,0.35
2008,인천광역시,강화군,치매의료이용률,40543,357,0.88
2008,인천광역시,옹진군,치매의료이용률,9512,36,0.38
2008,광주광역시,동구,치매의료이용률,54955,513,0.93
2008,광주광역시,서구,치매의료이용률,120595,843,0.7
2008,광주광역시,남구,치매의료이용률,93927,755,0.8
2008,광주광역시,북구,치매의료이용률,189071,1295,0.68
2008,광주광역시,광산구,치매의료이용률,110690,654,0.59
2008,대전광역시,동구,치매의료이용률,109797,658,0.6
2008,대전광역시,중구,치매의료이용률,118599,714,0.6
2008,대전광역시,서구,치매의료이용률,200520,1115,0.56
2008,대전광역시,유성구,치매의료이용률,89762,537,0.6
2008,대전광역시,대덕구,치매의료이용률,87394,406,0.46
2008,울산광역시,중구,치매의료이용률,104186,474,0.45
2008,울산광역시,남구,치매의료이용률,143938,499,0.35
2008,울산광역시,동구,치매의료이용률,74684,273,0.37
2008,울산광역시,북구,치매의료이용률,57875,243,0.42
2008,울산광역시,울주군,치매의료이용률,80261,511,0.64
2008,경기도,수원시 장안구,치매의료이용률,116410,598,0.51
2008,경기도,수원시 권선구,치매의료이용률,120088,434,0.36
2008,경기도,수원시 팔달구,치매의료이용률,91358,432,0.47
2008,경기도,수원시 영통구,치매의료이용률,85689,311,0.36
2008,경기도,성남시 수정구,치매의료이용률,106563,477,0.45
2008,경기도,성남시 중원구,치매의료이용률,112417,493,0.44
2008,경기도,성남시 분당구,치매의료이용률,182506,1207,0.66
2008,경기도,의정부시,치매의료이용률,179438,693,0.39
2008,경기도,안양시 만안구,치매의료이용률,115785,474,0.41
2008,경기도,안양시 동안구,치매의료이용률,147259,615,0.42
2008,경기도,부천시 원미구,치매의료이용률,182871,707,0.39
2008,경기도,부천시 소사구,치매의료이용률,95982,435,0.45
2008,경기도,부천시 오정구,치매의료이용률,80416,322,0.4
2008,경기도,광명시,치매의료이용률,130237,630,0.48
2008,경기도,평택시,치매의료이용률,165660,640,0.39
2008,경기도,동두천시,치매의료이용률,39195,205,0.52
2008,경기도,안산시 상록구,치매의료이용률,141898,573,0.4
2008,경기도,안산시 단원구,치매의료이용률,129104,465,0.36
2008,경기도,고양시 덕양구,치매의료이용률,163370,1148,0.7
2008,경기도,고양시 일산동구,치매의료이용률,109105,690,0.63
2008,경기도,고양시 일산서구,치매의료이용률,121818,739,0.61
2008,경기도,과천시,치매의료이용률,28220,148,0.52
2008,경기도,구리시,치매의료이용률,81915,319,0.39
2008,경기도,남양주시,치매의료이용률,208025,875,0.42
2008,경기도,오산시,치매의료이용률,49426,189,0.38
2008,경기도,시흥시,치매의료이용률,147320,556,0.38
2008,경기도,군포시,치매의료이용률,111073,465,0.42
2008,경기도,의왕시,치매의료이용률,58399,256,0.44
2008,경기도,하남시,치매의료이용률,62411,283,0.45
2008,경기도,용인시 처인구,치매의료이용률,84933,374,0.44
2008,경기도,용인시 기흥구,치매의료이용률,111624,569,0.51
2008,경기도,용인시 수지구,치매의료이용률,117862,657,0.56
2008,경기도,파주시,치매의료이용률,131528,773,0.59
2008,경기도,이천시,치매의료이용률,80412,433,0.54
2008,경기도,안성시,치매의료이용률,73635,395,0.54
2008,경기도,김포시,치매의료이용률,93764,446,0.48
2008,경기도,화성시,치매의료이용률,145271,643,0.44
2008,경기도,광주시,치매의료이용률,98807,430,0.44
2008,경기도,양주시,치매의료이용률,76888,291,0.38
2008,경기도,포천시,치매의료이용률,74962,292,0.39
2008,경기도,여주군,치매의료이용률,52378,322,0.61
2008,경기도,연천군,치매의료이용률,23655,166,0.7
2008,경기도,가평군,치매의료이용률,30369,201,0.66
2008,경기도,양평군,치매의료이용률,48764,292,0.6
2008,강원도,춘천시,치매의료이용률,118117,688,0.58
2008,강원도,원주시,치매의료이용률,130212,516,0.4
2008,강원도,강릉시,치매의료이용률,106137,527,0.5
2008,강원도,동해시,치매의료이용률,44409,253,0.57
2008,강원도,태백시,치매의료이용률,25913,91,0.35
2008,강원도,속초시,치매의료이용률,40437,176,0.44
2008,강원도,삼척시,치매의료이용률,37888,247,0.65
2008,강원도,홍천군,치매의료이용률,36281,140,0.39
2008,강원도,횡성군,치매의료이용률,24672,104,0.42
