치매센터명,치매센터유형,소재지도로명주소,소재지지번주소,위도,경도,설립연월,건축물면적,부대시설정보,의사인원수,간호사인원수,사회복지사인원수,기타인원현황,운영기관명,운영기관대표자명,운영기관전화번호,운영위탁일자,주요치매관리프로그램소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
서구치매안심센터,치매안심센터,대구광역시 서구 북비산로 71길 7,대구광역시 서구 비산동 42-107,35.88016031,128.5723999,2005-11,942.31,상담실(1)+치매가족카페(1)+교육장(1)+쉼터(1)+가족프로그램실(1)+검진실(1)+사무실(1),1,12,2,임상심리사(1)+작업치료사(1)+운전직(1),대구광역시 서구청,이희숙,053-663-3811,,"치매조기검진, 치매예방프로그램, 쉼터 인지재활프로그램, 치매가족교실 등",053-663-3811,대구광역시 서구청,2022-05-31,3430000,대구광역시 서구
태백시치매안심센터,치매안심센터,강원도 태백시 태백로 905,강원도 태백시 황지동 20-8,37.176676,128.9924305,2022-12,,사무실+검진실+상담실+가족카페+환자쉼터+프로그램운영실등,0,5,3,1,태백시보건소,김미영,033-550-3042,2017-12-27,"환자쉼터,치매환자가족지지모임치매조기검진(선별,진단,감별검사)치매환자등록관리, 맞춤형사례관리,지원서비스(치료관리비, 조호물품제공),치매예방교실, 이동검진 및 교육치매파트너 양성 및 플러스 활동실종예방지원서비스(인식표,배회감지기,지문사진등록사업) 등",033-552-4000,태백시보건소,2022-05-26,4220000,강원도 태백시
밀양시치매안심센터,치매안심센터,경상남도 밀양시 삼문중앙로 41,경상남도 밀양시 삼문동 159-1,35.48567011,128.7560608,2018-11,344.75,"쉼터, 가족카페, 검진실 등",1,11,0,2,밀양시보건소,천재경,055-359-7086,,"맞춤형 인지재활 프로그램, 치매환자가족교실, 치매파트너 등",055-359-7020,밀양시보건소,2022-05-23,5360000,경상남도 밀양시
중구치매안심센터,치매안심센터,서울특별시 중구 청구로8길 22,서울특별시 중구 신당동 304-734,37.56130448,127.013703,09-Jun,576,상담실(1)+ 프로그램실(1)+진료실(1)+강당(1),1,7,3,작업치료사(2),국립중앙의료원,이종윤,02-2238-3400,2017-06-01,치매선별검진+치매치료비지원+치매등록관리+치매가족모임+인지건강프로그램,02-3396-6373,서울특별시 중구청,2022-05-27,3010000,서울특별시 중구
정읍시치매안심센터,치매안심센터,전라북도 정읍시 금붕1길 215(금붕동),전라북도 정읍시 금붕동 949-3,35.5543973373,126.8936176,2019-12,649.3,사무실,2,14,4,2,전라북도 정읍시 보건소,김미숙,063-539-6951,,"치매선별검사 및 진단검사, 치매예방 및 인지강화교실, 인식개선교육, 치매파트너양성, 치매치료관리비지원, 치매사례관리, 배회인식표발급, 치매가족프로그램 및 홍보, 캠페인실시, 치매공공후견인 사업",063-539-6941,전라북도 정읍시 보건소,2022-05-25,4690000,전라북도 정읍시
치매안심센터,치매안심센터,경상남도 진주시 문산읍 월아산로 983,경상남도 진주시 문산읍 삼곡리 995-1,35.15910893,128.1636152,2018-11,,,3,21,1,3,진주시보건소,황혜경,055-749-5778,,"치매선별 및 진단검사,치매안심센터 쉼터운영, 치매극복의 날 행사, 치매파트너, 파트너플러스, 치매안심마을 운영",,진주시보건소,2022-05-23,5310000,경상남도 진주시
장안구치매안심센터,치매안심센터,경기도 수원시 장안구 송원로 101 (조원동),경기도 수원시 장안구 조원동 888,37.30402833,127.0103129,2018-10,482,사무실(2)+프로그램실(4)+상담검진실(3)+진료실(1)+가족카페(1),0,14,2,임상병리사(1)+작업치료사(2),장안구보건소,권용찬,031-228-5953,,치매조기검진+치매치료관리비지원+인지프로그램운영+치매가족지지프로그램 운영 등,031-228-5953,경기도 수원시 장안구보건소,2022-05-24,3740000,경기도 수원시
권선구치매안심센터,치매안심센터,경기도 수원시 권선구 호매실로 22-50(탑동),경기도 수원시 권선구 탑동 910,37.25874424,126.9711281,2019-07,498,사무실(1)+프로그램실(3)+상담검진실(3)+가족카페(1),1,10,2,4,권선구보건소,성낙훈,031-228-6964,,치매조기검진+치매치료관리비지원+인지프로그램운영+치매가족지지프로그램 운영+치매인식개선 및 홍보 등,031-228-6798,경기도 수원시 권선구보건소,2022-05-24,3740000,경기도 수원시
팔달구치매안심센터,치매안심센터,경기도 수원시 팔달구 팔달산로 6(교동),경기도 수원시 팔달구 교동 56-1,37.271433,127.0125194,2019-06,426,사무실(2)+프로그램실(3)+상담검진실(3)+가족카페(1)+원예작업장(1),1,12,2,3,팔달구보건소,권명희,031-228-7794,,치매조기검진+치매치료관리비지원+인지프로그램운영+치매가족지지프로그램 운영 등,031-228-7719,경기도 수원시 팔달구보건소,2022-05-24,3740000,경기도 수원시
영통구치매안심센터,치매안심센터,경기도 수원시 영통구 영통로 396 영통구보건소 5층,경기도 수원시 영통구 영통동 961-18,37.2568819,127.0697092,2018-01,440.78,사무실(2)+프로그램실(3)+상담실(4)+휴게실(1),1,10,4,2,영통구보건소,심평수,031-228-8447,,무료치매검진+치매치료관리비지원+인지프로그램운영+치매가족지지프로그램 운영+치매인식개선 및 홍보 등,031-228-8792,경기도 수원시 영통구보건소,2022-05-24,3740000,경기도 수원시
계양구보건소 치매안심센터,치매안심센터,인천광역시 계양구 계산새로 88,,37.53744173,126.7377592,2018-01,82,사무실(1)+프로그램실(1)+화장실(1)+휴게실(1),1,17,2,5,계양구보건소,한영란,032-430-7867,,"치매 조기검진 및 등록, 치매환자지원사업, 치매예방 인지강화 프로그램, 치매인식개선사업, 치매공공후견사업",032-430-7867,인천광역시 계양구보건소,2022-05-24,3550000,인천광역시 계양구
효성평생건강센터,치매안심센터,인천광역시 계양구 봉오대로543번길 21,,37.532538,126.7086103,2019-12,353,사무실(3)+프로그램실(2)+화장실(2)+휴게실(1),0,4,0,4,계양구보건소,한영란,032-450-1838,,"치매 조기검진 및 등록, 치매환자지원사업, 치매예방 인지강화 프로그램, 치매인식개선사업",032-450-1838,인천광역시 계양구보건소,2022-05-24,3550000,인천광역시 계양구
대구남구치매안심센터,치매안심센터,대구광역시 남구 영선길 34,대구광역시 남구 대명동 2003,35.853883,128.5915237,2022-01,215.9,사무실(2)+교육실(1)+상담실(1)+검진실(3),0,9,2,작업치료사(3)+임상심리사(2),대구광역시 남구보건소,이상희,053-664-3694,,"치매조기검진사업, 치매환자 및 가족프로그램 운영, 치매예방교육 및 인식개선사업 등",053-664-3695,대구광역시 남구보건소,2022-05-19,3440000,대구광역시 남구
동구보건소 치매안심센터,치매안심센터,대구광역시 동구 동촌로 79,대구광역시 동구 검사동 1005-8,35.88812099,128.651234,2018-12,537,선별검사실+사무실+프로그램실+상담실,2,14,5,2,대구동구보건소,김정용,053-662-3300,,인지재활 및 가족지지 프로그램,053-662-3300,대구광역시 동구보건소,2022-05-20,3420000,대구광역시 동구
하남시 치매안심센터,치매안심센터,경기도 하남시 미사강변대로 200,경기도 하남시 망월동 980,37.5676545,127.1858194,Jul-18,,사무실(1)+프로그램실(2)+상담실(2)+검진실(1)+진료실(1)+카페(1),1,4,1,3,하남시 치매안심센터,박강용,031-790-6254,,"치매상담 및 등록관리사업, 치매조기검진, 예방관리사업 등",031-790-6254,하남시 치매안심센터,2022-05-20,4040000,경기도 하남시
대구달서구치매안심센터,치매안심센터,대구광역시 달서구 와룡로 106,대구광역시 달서구 본리동 64-1,35.84208791,128.5376272,2019-05,534,사무실(1)+상담실(3)+쉼터(1)+프로그램실(1)+진단검사실(1),0,12,5,작업치료사(4) + 임상심리사(1) + 기타(3),달서구보건소 (직영),이완회,053-667-5601,,"치매예방교실운영, 치매인지강화교실운영, 치매쉼터(인지재활교실)운영, 가족지원프로그램운영 및 자조모임운영, 치매극복의 날 기념행사 등",053-667-5780,대구광역시 달서구보건소,2022-05-16,3470000,대구광역시 달서구
